"NOM_ENT,C,110","NOM_MUN,C,110",IS_IN_ZMVM
Michoacán de Ocampo,La Piedad,0
Michoacán de Ocampo,Purépero,0
Michoacán de Ocampo,Puruándiro,0
Michoacán de Ocampo,Queréndaro,0
Michoacán de Ocampo,Quiroga,0
Michoacán de Ocampo,Cojumatlán de Régules,0
Michoacán de Ocampo,Los Reyes,0
Michoacán de Ocampo,Sahuayo,0
Michoacán de Ocampo,San Lucas,0
Michoacán de Ocampo,Santa Ana Maya,0
Michoacán de Ocampo,Salvador Escalante,0
Michoacán de Ocampo,Senguio,0
Michoacán de Ocampo,Susupuato,0
Michoacán de Ocampo,Tacámbaro,0
Michoacán de Ocampo,Tancítaro,0
Michoacán de Ocampo,Tangamandapio,0
Michoacán de Ocampo,Tangancícuaro,0
Michoacán de Ocampo,Tanhuato,0
Michoacán de Ocampo,Taretan,0
Michoacán de Ocampo,Tarímbaro,0
Michoacán de Ocampo,Tepalcatepec,0
Michoacán de Ocampo,Tingambato,0
Michoacán de Ocampo,TingŸindín,0
Michoacán de Ocampo,Tiquicheo de Nicolás Romero,0
Michoacán de Ocampo,Tlalpujahua,0
Michoacán de Ocampo,Tlazazalca,0
Michoacán de Ocampo,Tocumbo,0
Michoacán de Ocampo,Tumbiscatío,0
Michoacán de Ocampo,Turicato,0
Michoacán de Ocampo,Tuxpan,0
Michoacán de Ocampo,Tuzantla,0
Michoacán de Ocampo,Tzintzuntzan,0
Michoacán de Ocampo,Tzitzio,0
Michoacán de Ocampo,Uruapan,0
Michoacán de Ocampo,Venustiano Carranza,0
Michoacán de Ocampo,Villamar,0
Michoacán de Ocampo,Vista Hermosa,0
Michoacán de Ocampo,Yurécuaro,0
Michoacán de Ocampo,Zacapu,0
Michoacán de Ocampo,Zamora,0
Michoacán de Ocampo,Zináparo,0
Michoacán de Ocampo,Zinapécuaro,0
Michoacán de Ocampo,Ziracuaretiro,0
Michoacán de Ocampo,Zitácuaro,0
Michoacán de Ocampo,José Sixto Verduzco,0
Morelos,Amacuzac,0
Morelos,Atlatlahucan,0
Morelos,Axochiapan,0
Morelos,Ayala,0
Morelos,Coatlán del Río,0
Morelos,Cuautla,0
Morelos,Cuernavaca,0
Morelos,Emiliano Zapata,0
Morelos,Huitzilac,0
Morelos,Jantetelco,0
Morelos,Jiutepec,0
Morelos,Jojutla,0
Morelos,Jonacatepec,0
Morelos,Mazatepec,0
Morelos,Miacatlán,0
Morelos,Ocuituco,0
Morelos,Puente de Ixtla,0
Morelos,Temixco,0
Morelos,Tepalcingo,0
Morelos,Tepoztlán,0
Morelos,Tetecala,0
Morelos,Tetela del Volcán,0
Morelos,Tlalnepantla,0
Morelos,Tlaltizapán de Zapata,0
Morelos,Tlaquiltenango,0
Morelos,Tlayacapan,0
Morelos,Totolapan,0
Morelos,Xochitepec,0
Morelos,Yautepec,0
Morelos,Yecapixtla,0
Morelos,Zacatepec,0
Morelos,Zacualpan de Amilpas,0
Morelos,Temoac,0
Nayarit,Acaponeta,0
Nayarit,Ahuacatlán,0
Nayarit,Amatlán de Ca–as,0
Nayarit,Compostela,0
Nayarit,Huajicori,0
Nayarit,Ixtlán del Río,0
Nayarit,Jala,0
Nayarit,Xalisco,0
Nayarit,Del Nayar,0
Nayarit,Rosamorada,0
Nayarit,Ruíz,0
Nayarit,San Blas,0
Nayarit,San Pedro Lagunillas,0
Nayarit,Santa María del Oro,0
Nayarit,Santiago Ixcuintla,0
Nayarit,Tecuala,0
Nayarit,Tepic,0
Nayarit,Tuxpan,0
Nayarit,La Yesca,0
Nayarit,Bahía de Banderas,0
Nuevo León,Abasolo,0
Nuevo León,Agualeguas,0
Nuevo León,Los Aldamas,0
Nuevo León,Allende,0
Nuevo León,Anáhuac,0
Nuevo León,Apodaca,0
Nuevo León,Aramberri,0
Nuevo León,Bustamante,0
Nuevo León,Cadereyta Jiménez,0
Nuevo León,El Carmen,0
Nuevo León,Cerralvo,0
Nuevo León,Ciénega de Flores,0
Nuevo León,China,0
Nuevo León,Doctor Arroyo,0
Nuevo León,Doctor Coss,0
Nuevo León,Doctor González,0
Nuevo León,Galeana,0
Nuevo León,García,0
Nuevo León,San Pedro Garza García,0
Nuevo León,General Bravo,0
Nuevo León,General Escobedo,0
Nuevo León,General Terán,0
Nuevo León,General Trevi–o,0
Nuevo León,General Zaragoza,0
Nuevo León,General Zuazua,0
Nuevo León,Guadalupe,0
Nuevo León,Los Herreras,0
Nuevo León,Higueras,0
Nuevo León,Hualahuises,0
Nuevo León,Iturbide,0
Nuevo León,Juárez,0
Nuevo León,Lampazos de Naranjo,0
Nuevo León,Linares,0
Nuevo León,Marín,0
Nuevo León,Melchor Ocampo,0
Nuevo León,Mier y Noriega,0
Nuevo León,Mina,0
Nuevo León,Montemorelos,0
Nuevo León,Monterrey,0
Nuevo León,Parás,0
Nuevo León,Pesquería,0
Nuevo León,Los Ramones,0
Nuevo León,Rayones,0
Nuevo León,Sabinas Hidalgo,0
Nuevo León,Salinas Victoria,0
Nuevo León,San Nicolás de los Garza,0
Nuevo León,Hidalgo,0
Nuevo León,Santa Catarina,0
Nuevo León,Santiago,0
Nuevo León,Vallecillo,0
Nuevo León,Villaldama,0
Oaxaca,Abejones,0
Oaxaca,Acatlán de Pérez Figueroa,0
Oaxaca,Asunción Cacalotepec,0
Oaxaca,Asunción Cuyotepeji,0
Oaxaca,Asunción Ixtaltepec,0
Oaxaca,Asunción Nochixtlán,0
Oaxaca,Asunción Ocotlán,0
Oaxaca,Asunción Tlacolulita,0
Oaxaca,Ayotzintepec,0
Oaxaca,El Barrio de la Soledad,0
Oaxaca,Calihualá,0
Oaxaca,Candelaria Loxicha,0
Oaxaca,Ciénega de Zimatlán,0
Oaxaca,Ciudad Ixtepec,0
Oaxaca,Coatecas Altas,0
Oaxaca,Coicoyán de las Flores,0
Oaxaca,La Compa–ía,0
Oaxaca,Concepción Buenavista,0
Oaxaca,Concepción Pápalo,0
Oaxaca,Constancia del Rosario,0
Oaxaca,Cosolapa,0
Oaxaca,Cosoltepec,0
Oaxaca,Cuilápam de Guerrero,0
Oaxaca,Cuyamecalco Villa de Zaragoza,0
Oaxaca,Chahuites,0
Oaxaca,Chalcatongo de Hidalgo,0
Oaxaca,Chiquihuitlán de Benito Juárez,0
Oaxaca,Heroica Ciudad de Ejutla de Crespo,0
Oaxaca,Eloxochitlán de Flores Magón,0
Oaxaca,El Espinal,0
Oaxaca,Tamazulápam del Espíritu Santo,0
Oaxaca,Fresnillo de Trujano,0
Oaxaca,Guadalupe Etla,0
Oaxaca,Guadalupe de Ramírez,0
Oaxaca,Guelatao de Juárez,0
Oaxaca,Guevea de Humboldt,0
Oaxaca,Mesones Hidalgo,0
Oaxaca,Villa Hidalgo,0
Oaxaca,Heroica Ciudad de Huajuapan de León,0
Oaxaca,Huautepec,0
Oaxaca,Huautla de Jiménez,0
Oaxaca,Ixtlán de Juárez,0
Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,0
Oaxaca,Loma Bonita,0
Oaxaca,Magdalena Apasco,0
Oaxaca,Magdalena Jaltepec,0
Oaxaca,Santa Magdalena Jicotlán,0
Oaxaca,Magdalena Mixtepec,0
Oaxaca,Magdalena Ocotlán,0
Oaxaca,Magdalena Pe–asco,0
Oaxaca,Magdalena Teitipac,0
Oaxaca,Magdalena Tequisistlán,0
Oaxaca,Magdalena Tlacotepec,0
Oaxaca,Magdalena Zahuatlán,0
Oaxaca,Mariscala de Juárez,0
Oaxaca,Mártires de Tacubaya,0
Oaxaca,Matías Romero Avenda–o,0
Oaxaca,Mazatlán Villa de Flores,0
Oaxaca,Miahuatlán de Porfirio Díaz,0
Oaxaca,Mixistlán de la Reforma,0
Oaxaca,Monjas,0
Oaxaca,Natividad,0
Oaxaca,Nazareno Etla,0
Oaxaca,Nejapa de Madero,0
Oaxaca,Ixpantepec Nieves,0
Oaxaca,Santiago Niltepec,0
Oaxaca,Oaxaca de Juárez,0
Oaxaca,Ocotlán de Morelos,0
Oaxaca,La Pe,0
Oaxaca,Pinotepa de Don Luis,0
Oaxaca,Pluma Hidalgo,0
Oaxaca,San José del Progreso,0
Oaxaca,Putla Villa de Guerrero,0
Oaxaca,Santa Catarina Quioquitani,0
Oaxaca,Reforma de Pineda,0
Oaxaca,La Reforma,0
Oaxaca,Reyes Etla,0
Oaxaca,Rojas de Cuauhtémoc,0
Oaxaca,Salina Cruz,0
Oaxaca,San Agustín Amatengo,0
Oaxaca,San Agustín Atenango,0
Oaxaca,San Agustín Chayuco,0
Oaxaca,San Agustín de las Juntas,0
Oaxaca,San Agustín Etla,0
Oaxaca,San Agustín Loxicha,0
Oaxaca,San Agustín Tlacotepec,0
Oaxaca,San Agustín Yatareni,0
Oaxaca,San Andrés Cabecera Nueva,0
Oaxaca,San Andrés Dinicuiti,0
Oaxaca,San Andrés Huaxpaltepec,0
Oaxaca,San Andrés Huayápam,0
Oaxaca,San Andrés Ixtlahuaca,0
Oaxaca,San Andrés Lagunas,0
Oaxaca,San Andrés Nuxi–o,0
Oaxaca,San Andrés Paxtlán,0
Oaxaca,San Andrés Sinaxtla,0
Oaxaca,San Andrés Solaga,0
Oaxaca,San Andrés Teotilálpam,0
Oaxaca,San Andrés Tepetlapa,0
Oaxaca,San Andrés Yaá,0
Oaxaca,San Andrés Zabache,0
Oaxaca,San Andrés Zautla,0
Oaxaca,San Antonino Castillo Velasco,0
Oaxaca,San Antonino el Alto,0
Oaxaca,San Antonino Monte Verde,0
Oaxaca,San Antonio Acutla,0
Oaxaca,San Antonio de la Cal,0
Oaxaca,San Antonio Huitepec,0
Oaxaca,San Antonio Nanahuatípam,0
Oaxaca,San Antonio Sinicahua,0
Oaxaca,San Antonio Tepetlapa,0
Oaxaca,San Baltazar Chichicápam,0
Oaxaca,San Baltazar Loxicha,0
Oaxaca,San Baltazar Yatzachi el Bajo,0
Oaxaca,San Bartolo Coyotepec,0
Oaxaca,San Bartolomé Ayautla,0
Oaxaca,San Bartolomé Loxicha,0
Oaxaca,San Bartolomé Quialana,0
Oaxaca,San Bartolomé Yucua–e,0
Oaxaca,San Bartolomé Zoogocho,0
Oaxaca,San Bartolo Soyaltepec,0
Oaxaca,San Bartolo Yautepec,0
Oaxaca,San Bernardo Mixtepec,0
Oaxaca,San Blas Atempa,0
Oaxaca,San Carlos Yautepec,0
Oaxaca,San Cristóbal Amatlán,0
Oaxaca,San Cristóbal Amoltepec,0
Oaxaca,San Cristóbal Lachirioag,0
Oaxaca,San Cristóbal Suchixtlahuaca,0
Oaxaca,San Dionisio del Mar,0
Oaxaca,San Dionisio Ocotepec,0
Oaxaca,San Dionisio Ocotlán,0
Oaxaca,San Esteban Atatlahuca,0
Oaxaca,San Felipe Jalapa de Díaz,0
Oaxaca,San Felipe Tejalápam,0
Oaxaca,San Felipe Usila,0
Oaxaca,San Francisco Cahuacuá,0
Oaxaca,San Francisco Cajonos,0
Oaxaca,San Francisco Chapulapa,0
Oaxaca,San Francisco Chindúa,0
Oaxaca,San Francisco del Mar,0
Oaxaca,San Francisco Huehuetlán,0
Oaxaca,San Francisco Ixhuatán,0
Oaxaca,San Francisco Jaltepetongo,0
Oaxaca,San Francisco Lachigoló,0
Oaxaca,San Francisco Logueche,0
Oaxaca,San Francisco Nuxa–o,0
Oaxaca,San Francisco Ozolotepec,0
Oaxaca,San Francisco Sola,0
Oaxaca,San Francisco Telixtlahuaca,0
Oaxaca,San Francisco Teopan,0
Oaxaca,San Francisco Tlapancingo,0
Oaxaca,San Gabriel Mixtepec,0
Oaxaca,San Ildefonso Amatlán,0
Oaxaca,San Ildefonso Sola,0
Oaxaca,San Ildefonso Villa Alta,0
Oaxaca,San Jacinto Amilpas,0
Oaxaca,San Jacinto Tlacotepec,0
Oaxaca,San Jerónimo Coatlán,0
Oaxaca,San Jerónimo Silacayoapilla,0
Oaxaca,San Jerónimo Sosola,0
Oaxaca,San Jerónimo Taviche,0
Oaxaca,San Jerónimo Tecóatl,0
Oaxaca,San Jorge Nuchita,0
Oaxaca,San José Ayuquila,0
Oaxaca,San José Chiltepec,0
Oaxaca,San José del Pe–asco,0
Oaxaca,San José Estancia Grande,0
Oaxaca,San José Independencia,0
Oaxaca,San José Lachiguiri,0
Oaxaca,San José Tenango,0
Oaxaca,San Juan Achiutla,0
Oaxaca,San Juan Atepec,0
Oaxaca,Ánimas Trujano,0
Oaxaca,San Juan Bautista Atatlahuca,0
Oaxaca,San Juan Bautista Coixtlahuaca,0
Oaxaca,San Juan Bautista Cuicatlán,0
Oaxaca,San Juan Bautista Guelache,0
Oaxaca,San Juan Bautista Jayacatlán,0
Oaxaca,San Juan Bautista Lo de Soto,0
Oaxaca,San Juan Bautista Suchitepec,0
Oaxaca,San Juan Bautista Tlacoatzintepec,0
Oaxaca,San Juan Bautista Tlachichilco,0
Oaxaca,San Juan Bautista Tuxtepec,0
Oaxaca,San Juan Cacahuatepec,0
Oaxaca,San Juan Cieneguilla,0
Oaxaca,San Juan Coatzóspam,0
Oaxaca,San Juan Colorado,0
Oaxaca,San Juan Comaltepec,0
Oaxaca,San Juan Cotzocón,0
Oaxaca,San Juan Chicomezúchil,0
Oaxaca,San Juan Chilateca,0
Oaxaca,San Juan del Estado,0
Oaxaca,San Juan del Río,0
Oaxaca,San Juan Diuxi,0
Oaxaca,San Juan Evangelista Analco,0
Oaxaca,San Juan Guelavía,0
Oaxaca,San Juan Guichicovi,0
Oaxaca,San Juan Ihualtepec,0
Oaxaca,San Juan Juquila Mixes,0
Oaxaca,San Juan Juquila Vijanos,0
Oaxaca,San Juan Lachao,0
Oaxaca,San Juan Lachigalla,0
Oaxaca,San Juan Lajarcia,0
Oaxaca,San Juan Lalana,0
Oaxaca,San Juan de los Cués,0
Oaxaca,San Juan Mazatlán,0
Oaxaca,San Juan Mixtepec,0
Oaxaca,San Juan Mixtepec,0
Oaxaca,San Juan „umí,0
Oaxaca,San Juan Ozolotepec,0
Oaxaca,San Juan Petlapa,0
Oaxaca,San Juan Quiahije,0
Oaxaca,San Juan Quiotepec,0
Oaxaca,San Juan Sayultepec,0
Oaxaca,San Juan Tabaá,0
Oaxaca,San Juan Tamazola,0
Oaxaca,San Juan Teita,0
Oaxaca,San Juan Teitipac,0
Oaxaca,San Juan Tepeuxila,0
Oaxaca,San Juan Teposcolula,0
Oaxaca,San Juan Yaeé,0
Oaxaca,San Juan Yatzona,0
Oaxaca,San Juan Yucuita,0
Oaxaca,San Lorenzo,0
Oaxaca,San Lorenzo Albarradas,0
Oaxaca,San Lorenzo Cacaotepec,0
Oaxaca,San Lorenzo Cuaunecuiltitla,0
Oaxaca,San Lorenzo Texmelúcan,0
Oaxaca,San Lorenzo Victoria,0
Oaxaca,San Lucas Camotlán,0
Oaxaca,San Lucas Ojitlán,0
Oaxaca,San Lucas Quiaviní,0
Oaxaca,San Lucas Zoquiápam,0
Oaxaca,San Luis Amatlán,0
Oaxaca,San Marcial Ozolotepec,0
Oaxaca,San Marcos Arteaga,0
Oaxaca,San Martín de los Cansecos,0
Oaxaca,San Martín Huamelúlpam,0
Oaxaca,San Martín Itunyoso,0
Oaxaca,San Martín Lachilá,0
Oaxaca,San Martín Peras,0
Oaxaca,San Martín Tilcajete,0
Oaxaca,San Martín Toxpalan,0
Oaxaca,San Martín Zacatepec,0
Oaxaca,San Mateo Cajonos,0
Oaxaca,Capulálpam de Méndez,0
Oaxaca,San Mateo del Mar,0
Oaxaca,San Mateo Yoloxochitlán,0
Oaxaca,San Mateo Etlatongo,0
Oaxaca,San Mateo Nejápam,0
Oaxaca,San Mateo Pe–asco,0
Oaxaca,San Mateo Pi–as,0
Oaxaca,San Mateo Río Hondo,0
Oaxaca,San Mateo Sindihui,0
Oaxaca,San Mateo Tlapiltepec,0
Oaxaca,San Melchor Betaza,0
Oaxaca,San Miguel Achiutla,0
Oaxaca,San Miguel Ahuehuetitlán,0
Oaxaca,San Miguel Aloápam,0
Oaxaca,San Miguel Amatitlán,0
Oaxaca,San Miguel Amatlán,0
Oaxaca,San Miguel Coatlán,0
Oaxaca,San Miguel Chicahua,0
Oaxaca,San Miguel Chimalapa,0
Oaxaca,San Miguel del Puerto,0
Oaxaca,San Miguel del Río,0
Oaxaca,San Miguel Ejutla,0
Oaxaca,San Miguel el Grande,0
Oaxaca,San Miguel Huautla,0
Oaxaca,San Miguel Mixtepec,0
Oaxaca,San Miguel Panixtlahuaca,0
Oaxaca,San Miguel Peras,0
Oaxaca,San Miguel Piedras,0
Oaxaca,San Miguel Quetzaltepec,0
Oaxaca,San Miguel Santa Flor,0
Oaxaca,Villa Sola de Vega,0
Oaxaca,San Miguel Soyaltepec,0
Oaxaca,San Miguel Suchixtepec,0
Oaxaca,Villa Talea de Castro,0
Oaxaca,San Miguel Tecomatlán,0
Oaxaca,San Miguel Tenango,0
Oaxaca,San Miguel Tequixtepec,0
Oaxaca,San Miguel Tilquiápam,0
Oaxaca,San Miguel Tlacamama,0
Oaxaca,San Miguel Tlacotepec,0
Oaxaca,San Miguel Tulancingo,0
Oaxaca,San Miguel Yotao,0
Oaxaca,San Nicolás,0
Oaxaca,San Nicolás Hidalgo,0
Oaxaca,San Pablo Coatlán,0
Oaxaca,San Pablo Cuatro Venados,0
Oaxaca,San Pablo Etla,0
Oaxaca,San Pablo Huitzo,0
Oaxaca,San Pablo Huixtepec,0
Oaxaca,San Pablo Macuiltianguis,0
Oaxaca,San Pablo Tijaltepec,0
Oaxaca,San Pablo Villa de Mitla,0
Oaxaca,San Pablo Yaganiza,0
Oaxaca,San Pedro Amuzgos,0
Oaxaca,San Pedro Apóstol,0
Oaxaca,San Pedro Atoyac,0
Oaxaca,San Pedro Cajonos,0
Oaxaca,San Pedro Coxcaltepec Cántaros,0
Oaxaca,San Pedro Comitancillo,0
Oaxaca,San Pedro el Alto,0
Oaxaca,San Pedro Huamelula,0
Oaxaca,San Pedro Huilotepec,0
Oaxaca,San Pedro Ixcatlán,0
Oaxaca,San Pedro Ixtlahuaca,0
Oaxaca,San Pedro Jaltepetongo,0
Oaxaca,San Pedro Jicayán,0
Oaxaca,San Pedro Jocotipac,0
Oaxaca,San Pedro Juchatengo,0
Oaxaca,San Pedro Mártir,0
Oaxaca,San Pedro Mártir Quiechapa,0
Oaxaca,San Pedro Mártir Yucuxaco,0
Oaxaca,San Pedro Mixtepec,0
Oaxaca,San Pedro Mixtepec,0
Oaxaca,San Pedro Molinos,0
Oaxaca,San Pedro Nopala,0
Oaxaca,San Pedro Ocopetatillo,0
Oaxaca,San Pedro Ocotepec,0
Oaxaca,San Pedro Pochutla,0
Oaxaca,San Pedro Quiatoni,0
Oaxaca,San Pedro Sochiápam,0
Oaxaca,San Pedro Tapanatepec,0
Oaxaca,San Pedro Taviche,0
Oaxaca,San Pedro Teozacoalco,0
Oaxaca,San Pedro Teutila,0
Oaxaca,San Pedro Tidaá,0
Oaxaca,San Pedro Topiltepec,0
Oaxaca,San Pedro Totolápam,0
Oaxaca,Villa de Tututepec de Melchor Ocampo,0
Oaxaca,San Pedro Yaneri,0
Oaxaca,San Pedro Yólox,0
Oaxaca,San Pedro y San Pablo Ayutla,0
Oaxaca,Villa de Etla,0
Oaxaca,San Pedro y San Pablo Teposcolula,0
Oaxaca,San Pedro y San Pablo Tequixtepec,0
Oaxaca,San Pedro Yucunama,0
Oaxaca,San Raymundo Jalpan,0
Oaxaca,San Sebastián Abasolo,0
Oaxaca,San Sebastián Coatlán,0
Oaxaca,San Sebastián Ixcapa,0
Oaxaca,San Sebastián Nicananduta,0
Oaxaca,San Sebastián Río Hondo,0
Oaxaca,San Sebastián Tecomaxtlahuaca,0
Oaxaca,San Sebastián Teitipac,0
Oaxaca,San Sebastián Tutla,0
Oaxaca,San Simón Almolongas,0
Oaxaca,San Simón Zahuatlán,0
Oaxaca,Santa Ana,0
Oaxaca,Santa Ana Ateixtlahuaca,0
Oaxaca,Santa Ana Cuauhtémoc,0
Oaxaca,Santa Ana del Valle,0
Oaxaca,Santa Ana Tavela,0
Oaxaca,Santa Ana Tlapacoyan,0
Oaxaca,Santa Ana Yareni,0
Oaxaca,Santa Ana Zegache,0
Oaxaca,Santa Catalina Quierí,0
Oaxaca,Santa Catarina Cuixtla,0
Oaxaca,Santa Catarina Ixtepeji,0
Oaxaca,Santa Catarina Juquila,0
Oaxaca,Santa Catarina Lachatao,0
Oaxaca,Santa Catarina Loxicha,0
Oaxaca,Santa Catarina Mechoacán,0
Oaxaca,Santa Catarina Minas,0
Oaxaca,Santa Catarina Quiané,0
Oaxaca,Santa Catarina Tayata,0
Oaxaca,Santa Catarina Ticuá,0
Oaxaca,Santa Catarina Yosonotú,0
Oaxaca,Santa Catarina Zapoquila,0
Oaxaca,Santa Cruz Acatepec,0
Oaxaca,Santa Cruz Amilpas,0
Oaxaca,Santa Cruz de Bravo,0
Oaxaca,Santa Cruz Itundujia,0
Oaxaca,Santa Cruz Mixtepec,0
Oaxaca,Santa Cruz Nundaco,0
Oaxaca,Santa Cruz Papalutla,0
Oaxaca,Santa Cruz Tacache de Mina,0
Oaxaca,Santa Cruz Tacahua,0
Oaxaca,Santa Cruz Tayata,0
Oaxaca,Santa Cruz Xitla,0
Oaxaca,Santa Cruz Xoxocotlán,0
Oaxaca,Santa Cruz Zenzontepec,0
Oaxaca,Santa Gertrudis,0
Oaxaca,Santa Inés del Monte,0
Oaxaca,Santa Inés Yatzeche,0
Oaxaca,Santa Lucía del Camino,0
Oaxaca,Santa Lucía Miahuatlán,0
Oaxaca,Santa Lucía Monteverde,0
Oaxaca,Santa Lucía Ocotlán,0
Oaxaca,Santa María Alotepec,0
Oaxaca,Santa María Apazco,0
Oaxaca,Santa María la Asunción,0
Oaxaca,Heroica Ciudad de Tlaxiaco,0
Oaxaca,Ayoquezco de Aldama,0
Oaxaca,Santa María Atzompa,0
Oaxaca,Santa María Camotlán,0
Oaxaca,Santa María Colotepec,0
Oaxaca,Santa María Cortijo,0
Oaxaca,Santa María Coyotepec,0
Oaxaca,Santa María Chachoápam,0
Oaxaca,Villa de Chilapa de Díaz,0
Oaxaca,Santa María Chilchotla,0
Oaxaca,Santa María Chimalapa,0
Oaxaca,Santa María del Rosario,0
Oaxaca,Santa María del Tule,0
Oaxaca,Santa María Ecatepec,0
Oaxaca,Santa María Guelacé,0
Oaxaca,Santa María Guienagati,0
Oaxaca,Santa María Huatulco,0
Oaxaca,Santa María Huazolotitlán,0
Oaxaca,Santa María Ipalapa,0
Oaxaca,Santa María Ixcatlán,0
Oaxaca,Santa María Jacatepec,0
Oaxaca,Santa María Jalapa del Marqués,0
Oaxaca,Santa María Jaltianguis,0
Oaxaca,Santa María Lachixío,0
Oaxaca,Santa María Mixtequilla,0
Oaxaca,Santa María Nativitas,0
Oaxaca,Santa María Nduayaco,0
Oaxaca,Santa María Ozolotepec,0
Oaxaca,Santa María Pápalo,0
Oaxaca,Santa María Pe–oles,0
Oaxaca,Santa María Petapa,0
Oaxaca,Santa María Quiegolani,0
Oaxaca,Santa María Sola,0
Oaxaca,Santa María Tataltepec,0
Oaxaca,Santa María Tecomavaca,0
Oaxaca,Santa María Temaxcalapa,0
Oaxaca,Santa María Temaxcaltepec,0
Oaxaca,Santa María Teopoxco,0
Oaxaca,Santa María Tepantlali,0
Oaxaca,Santa María Texcatitlán,0
Oaxaca,Santa María Tlahuitoltepec,0
Oaxaca,Santa María Tlalixtac,0
Oaxaca,Santa María Tonameca,0
Oaxaca,Santa María Totolapilla,0
Oaxaca,Santa María Xadani,0
Oaxaca,Santa María Yalina,0
Oaxaca,Santa María Yavesía,0
Oaxaca,Santa María Yolotepec,0
Oaxaca,Santa María Yosoyúa,0
Oaxaca,Santa María Yucuhiti,0
Oaxaca,Santa María Zacatepec,0
Oaxaca,Santa María Zaniza,0
Oaxaca,Santa María Zoquitlán,0
Oaxaca,Santiago Amoltepec,0
Oaxaca,Santiago Apoala,0
Oaxaca,Santiago Apóstol,0
Oaxaca,Santiago Astata,0
Oaxaca,Santiago Atitlán,0
Oaxaca,Santiago Ayuquililla,0
Oaxaca,Santiago Cacaloxtepec,0
Oaxaca,Santiago Camotlán,0
Oaxaca,Santiago Comaltepec,0
Oaxaca,Santiago Chazumba,0
Oaxaca,Santiago Choápam,0
Oaxaca,Santiago del Río,0
Oaxaca,Santiago Huajolotitlán,0
Oaxaca,Santiago Huauclilla,0
Oaxaca,Santiago Ihuitlán Plumas,0
Oaxaca,Santiago Ixcuintepec,0
Oaxaca,Santiago Ixtayutla,0
Oaxaca,Santiago Jamiltepec,0
Oaxaca,Santiago Jocotepec,0
Oaxaca,Santiago Juxtlahuaca,0
Oaxaca,Santiago Lachiguiri,0
Oaxaca,Santiago Lalopa,0
Oaxaca,Santiago Laollaga,0
Oaxaca,Santiago Laxopa,0
Oaxaca,Santiago Llano Grande,0
Oaxaca,Santiago Matatlán,0
Oaxaca,Santiago Miltepec,0
Oaxaca,Santiago Minas,0
Oaxaca,Santiago Nacaltepec,0
Oaxaca,Santiago Nejapilla,0
Oaxaca,Santiago Nundiche,0
Oaxaca,Santiago Nuyoó,0
Oaxaca,Santiago Pinotepa Nacional,0
Oaxaca,Santiago Suchilquitongo,0
Oaxaca,Santiago Tamazola,0
Oaxaca,Santiago Tapextla,0
Oaxaca,Villa Tejúpam de la Unión,0
Oaxaca,Santiago Tenango,0
Oaxaca,Santiago Tepetlapa,0
Oaxaca,Santiago Tetepec,0
Oaxaca,Santiago Texcalcingo,0
Oaxaca,Santiago Textitlán,0
Oaxaca,Santiago Tilantongo,0
Oaxaca,Santiago Tillo,0
Oaxaca,Santiago Tlazoyaltepec,0
Oaxaca,Santiago Xanica,0
Oaxaca,Santiago Xiacuí,0
Oaxaca,Santiago Yaitepec,0
Oaxaca,Santiago Yaveo,0
Oaxaca,Santiago Yolomécatl,0
Oaxaca,Santiago Yosondúa,0
Oaxaca,Santiago Yucuyachi,0
Oaxaca,Santiago Zacatepec,0
Oaxaca,Santiago Zoochila,0
Oaxaca,Nuevo Zoquiápam,0
Oaxaca,Santo Domingo Ingenio,0
Oaxaca,Santo Domingo Albarradas,0
Oaxaca,Santo Domingo Armenta,0
Oaxaca,Santo Domingo Chihuitán,0
Oaxaca,Santo Domingo de Morelos,0
Oaxaca,Santo Domingo Ixcatlán,0
Oaxaca,Santo Domingo Nuxaá,0
Oaxaca,Santo Domingo Ozolotepec,0
Oaxaca,Santo Domingo Petapa,0
Oaxaca,Santo Domingo Roayaga,0
Oaxaca,Santo Domingo Tehuantepec,0
Oaxaca,Santo Domingo Teojomulco,0
Oaxaca,Santo Domingo Tepuxtepec,0
Oaxaca,Santo Domingo Tlatayápam,0
Oaxaca,Santo Domingo Tomaltepec,0
Oaxaca,Santo Domingo Tonalá,0
Oaxaca,Santo Domingo Tonaltepec,0
Oaxaca,Santo Domingo Xagacía,0
Oaxaca,Santo Domingo Yanhuitlán,0
Oaxaca,Santo Domingo Yodohino,0
Oaxaca,Santo Domingo Zanatepec,0
Oaxaca,Santos Reyes Nopala,0
Oaxaca,Santos Reyes Pápalo,0
Oaxaca,Santos Reyes Tepejillo,0
Oaxaca,Santos Reyes Yucuná,0
Oaxaca,Santo Tomás Jalieza,0
Oaxaca,Santo Tomás Mazaltepec,0
Oaxaca,Santo Tomás Ocotepec,0
Oaxaca,Santo Tomás Tamazulapan,0
Oaxaca,San Vicente Coatlán,0
Oaxaca,San Vicente Lachixío,0
Oaxaca,San Vicente Nu–ú,0
Oaxaca,Silacayoápam,0
Oaxaca,Sitio de Xitlapehua,0
Oaxaca,Soledad Etla,0
Oaxaca,Villa de Tamazulápam del Progreso,0
Oaxaca,Tanetze de Zaragoza,0
Oaxaca,Taniche,0
Oaxaca,Tataltepec de Valdés,0
